rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/the_boy,The Boy,"A young American named Greta (Lauren Cohan) takes a job as a nanny for an 8-year-old boy in a remote English village. To her surprise, Greta learns that the child of her new employers is a life-size doll. They care for the doll as if it was human, which helps the couple to cope with the death of their own son 20 years earlier. When Greta violates a list of strict rules, a series of disturbing and inexplicable events bring her worst fears to life, leading her to believe that the doll is alive.",PG-13,"Horror, Mystery & Suspense","William Brent Bell, Craig William Macneill",Stacey Menear,"Lauren Cohan, Rupert Evans, Jim Norton, Diana Hardcastle, Ben Robson, Jett Klyne, Lily Pater, Stephanie Nicole Lemelin, Matthew Walker, James Russell, Jared Breeze, Bill Sage, Mike Vogel, Zuleikha Robinson, Aiden Lovekamp, Sam Morse, Manuela Guerra",2016-01-22,2016-09-06,97.0,STX Entertainment,Rotten,30.0,61.0,Spilled,38.0,19224.0,8,18,43,FLOP
m/the_boy_2015,The Boy,A 9-year-old sociopath becomes increasingly fascinated with death.,PG-13,"Drama, Horror, Mystery & Suspense",Craig William Macneill,"Craig William Macneill, Clay McLeod Chapman","David Morse, Rainn Wilson, Jared Breeze, Aiden Lovekamp, David Valencia, Mike Vogel, Amalia Santa Maria, Bill Sage, Sam Morse, Zuleikha Robinson, Andres Echavarria, Maria Luisa Ruiz, Manuela Guerra, Hong Kyu Park, Victoria Escobar, Susana Jaramillo, Tomas Eastman, Taige Jensen, Taige Jensen",2015-08-18,2015-11-30,105.0,Chiller Films,Fresh,67.0,21.0,Spilled,38.0,583.0,6,14,7,AVG
m/the_boy_next_door_2015,The Boy Next Door,"When a handsome, charming teenager named Noah (Ryan Guzman) moves in next door, newly separated high-school teacher Claire Peterson (Jennifer Lopez) encourages his friendship and engages in a little bit of harmless -- or so she thinks -- flirtation. Although Noah spends much of the time hanging out with Claire's son, the teen's attraction to her is palpable. One night, Claire gives in to temptation and lets Noah seduce her -- but when she tries to end the relationship, he turns violent.",R,Mystery & Suspense,Rob Cohen,Barbara Curry,"Jennifer Lopez, Ryan Guzman, John Corbett, Kristin Chenoweth, Lexi Atkins, Hill Harper, Jack Wallace, Adam Hicks, François Chau, Bailey Chase, Kent Avenido, Travis Schuldt, Brian Mahoney, Raquel Gardner, Kari Perdue, Chad Bullard, Forrest Hoffman, Brandon Rush, Ian Nelson",2015-01-23,2016-01-26,90.0,Universal Pictures,Rotten,12.0,136.0,Spilled,33.0,28745.0,38,16,120,FLOP
m/the_boy_who_harnessed_the_wind,The Boy Who Harnessed the Wind,A 13-year-old boy is thrown out of the school he loves when his family can no longer afford the fees. He sneaks into the library and learns how to build a windmill to save his village from a famine.,NR,"Art House & International, Drama",Chiwetel Ejiofor,"William Kamkwamba, Chiwetel Ejiofor","Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni",2019-03-01,2019-03-01,113.0,Netflix,Certified-Fresh,86.0,63.0,Upright,88.0,374.0,20,54,9,HIT
m/the_boy_with_the_cuckoo_clock_heart,Jack and the Cuckoo-Clock Heart,A man (Orlando Seale) with a timepiece for a heart ignores warnings that he must never fall in love after he spies a beautiful singer (Samantha Barks).,PG,"Action & Adventure, Animation, Drama","Mathias Malzieu, Stéphane Berla",Trevor Laurence,"Mathias Malzieu, Olivia Ruiz, Marie-Pierre Vincent, Emily Loizeau, Grand Corps Malade, Jean Rochefort, Arthur H., Alain Bashung, Babet, Dani, Rossy de Palma, Cali, Moon Dailly, Chloe Renaud",2014-09-24,2016-02-05,94.0,Shout! Factory,Fresh,77.0,13.0,Upright,66.0,762.0,2,10,3,AVG
m/the_brainwashing_of_my_dad,The Brainwashing of My Dad,Filmmaker Jen Senko examines how the media influenced her father to switch from democrat to conservative.,NR,Documentary,Jen Senko,"Jen Senko, Melodie Bryant, Fiore Derosa, Kala Mandrake","Matthew Modine, Jen Senko, Jen Senko, Frank Senko, David Brock, Eileen Senko, Gabriel Sherman, Walter Senko, Reese Schonfeld, Rick Perlstein, Joseph A. DiPasquale, George Lakoff, Greg Moores, Noam Chomsky, Claire Conner, Thom Hartmann, Steve Rendall, Edward S. Herman, Eric Boehlert, Frank Luntz, Jeff Cohen, Thomas Medvetz, Carol Wallin, Matthew Saccaro, Kathleen Taylor, John Montgomery, Ph. D., Frank Levatino, Jonathan Schroeder, Ph. D., Johnny E. Williams, David Ninehouser, Erin Ninehouser",2016-03-18,2017-02-15,95.0,Jsenko Productions,Rotten,58.0,12.0,Upright,77.0,245.0,4,7,5,FLOP
m/the_brand_new_testament,The Brand New Testament (Le tout nouveau testament),God is discovered living in Brussels with his daughter.,NR,Comedy,Jaco Van Dormael,Jaco Van Dormael,"Benoît Poelvoorde, Catherine Deneuve, Yolande Moreau, François Damiens, Pili Groyne, Marco Lorenzini, Serge Larivière, Laura Verlinden, Romaine Gelin, Didier De Neck, Romain Gélin, David Murgia, Gaspard Pauwels, Bilal Aya, Johan Leysen, Dominique Abel, Lola Pauwels, Sandrine Laroche, Anna Tenta",2016-12-09,2017-03-07,113.0,Music Box Films,Certified-Fresh,82.0,77.0,Upright,68.0,2838.0,17,63,14,HIT
m/the_brass_teapot,The Brass Teapot,"A magical antique transforms a couple (Juno Temple, Michael Angarano) from hapless losers into instant winners. Each time they experience pain, the object fills with money.",R,"Comedy, Mystery & Suspense, Science Fiction & Fantasy",Ramaa Mosley,Tim Macy,"Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen, Alia Shawkat, Debra Monk, Bobby Moynihan, Stephen Park",2013-04-05,2016-08-10,101.0,Magnolia Pictures,Rotten,32.0,31.0,Spilled,51.0,2528.0,13,10,21,FLOP
m/the_broken_circle_breakdown,The Broken Circle Breakdown,"The loss of their young daughter threatens to destroy the love and faith of two married musicians (Veerle Baetens, Johan Heldenbergh).",NR,"Art House & International, Drama",Felix Van Groeningen,"Carl Joos, Felix Van Groeningen","Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg, Nils De Caster, Robbie Cleiren, Bert Huysentruyt, Jan Bijvoet, Blanka Heirman",2013-11-01,2016-08-10,112.0,Tribeca Film,Certified-Fresh,82.0,102.0,Upright,85.0,5027.0,30,84,18,HIT
m/the_bronze,The Bronze,A spoiled and largely forgotten Olympic medalist (Melissa Rauch) takes action when a promising young gymnast (Haley Lu Richardson) threatens her status as a local celebrity.,R,"Comedy, Drama",Bryan Buckley,"Melissa Rauch, Winston Rauch","Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan, Haley Lu Richardson, Cecily Strong, Ellery Sprayberry, Christine E. Abraham, Christine Abrahamsen, Brian Binder, Bryan Binder, Barak Hardley, Dale Raoul",2016-03-18,2016-08-03,100.0,Relativity Entertainment,Rotten,36.0,99.0,Spilled,44.0,4950.0,28,36,63,FLOP
m/the_brooklyn_banker,The Brooklyn Banker,A banker with a gift for memorizing numbers is caught up in a mobster's bid for power.,R,Drama,Federico Castelluccio,Michael Ricigliano,"Troy Garity, David Proval, Elizabeth Masucci, Paul Sorvino, John Bedford Lloyd, John Bianco, Daniel Margotta, Carmine Raspaolo, Adriana DeMeo, Arthur J. Nascarella",2016-08-05,2016-08-25,99.0,Classified Pictures,Rotten,20.0,5.0,Upright,92.0,93.0,4,1,4,FLOP
m/the_brooklyn_brothers_beat_the_best_2011,The Brooklyn Brothers Beat The Best,A singer-songwriter (Ryan O'Nan) and a self-proclaimed musical revolutionary (Michael Weston) start using children's instruments in their tunes and take their new act on the road.,NR,"Comedy, Musical & Performing Arts",Ryan O'Nan,Ryan O'Nan,"Ryan O'Nan, Michael Weston, Arielle Kebbel, Melissa Leo, Andrew McCarthy, Jason Ritter, Christopher McDonald, Wilmer Valderrama, Jake Miller, Charles Chu",2012-09-21,2016-08-10,97.0,Oscilloscope Laboratories,Rotten,33.0,21.0,Upright,62.0,1128.0,10,7,14,FLOP
m/the_brothers_grimsby,The Brothers Grimsby,"Dimwitted Nobby (Sacha Baron Cohen) lives in an English fishing town with his loving girlfriend (Rebel Wilson) and nine children. For the last 28 years, he's been searching for his long-lost brother Sebastian (Mark Strong). When the two finally reunite, Nobby finds out that his sibling is a top MI6 agent who's just uncovered a sinister plot. Wrongfully accused and on the run, Sebastian now realizes that he needs Nobby's help to save the world and prove his innocence.",R,Comedy,Louis Leterrier,"Sacha Baron Cohen, Peter Baynham, Phil Johnston","Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura Thérèse, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick Walton, Patrick John Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",2016-03-11,2016-09-29,83.0,Big Talk Productions,Rotten,37.0,137.0,Spilled,41.0,14995.0,35,51,86,FLOP
m/the_butcher_the_chef_and_the_swordsman_2010,"The Butcher, The Chef And The Swordsman",A group of misfits gets involved with a kitchen cleaver made from five of the greatest swords.,PG-13,"Action & Adventure, Art House & International, Comedy",Wuershan,"Wuershan, Ma Luoshan, Tang Que, Zhang Jiajia","Masanobu Ando, You Benchang, Liu Xiaoye, Swanson Han, Yuqi Zhang, Dong Lifan, Gao Lei, Bao Xu Liu, Senggerenqing, Senggerenqin, An Yuncheng, Mi Dan, Xie Ning, Hou Xiang, David Man, Gong Geer, Zhu Jiang, Gao Yulin, Wang Ruihuan, Daniel Yu Wai-Kwok, Hao Ning, Liu Hua, Xin Xin Xiong, Li Ming, Ashton Xu, Xiong Xinxin, Chen Liwei, Cai Hansen, Cao Jiafeng, Chen Xiao, Chu Jun, Deng, Jie Du, Ge Sichen, He Fei",2011-03-18,2013-04-01,95.0,20th Century Fox,Rotten,46.0,13.0,Spilled,40.0,679.0,6,6,7,FLOP
m/the_bye_bye_man,The Bye Bye Man,"People commit unthinkable acts every day. Time and again, we grapple to understand what drives a person to do such terrible things. But what if all of the questions we're asking are wrong? What if the cause of all evil is not a matter of what, but who? When three college friends stumble upon the horrific origins of the Bye Bye Man, they discover that there is only one way to avoid his curse: don't think it, don't say it. But once the Bye Bye Man gets inside your head, he takes control.",PG-13,Horror,Stacy Title,Jonathan Penner,"Cressida Bonas, Lucien Laviscount, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Marisa Echeverria",2017-01-13,2017-03-28,96.0,STX Entertainment,Rotten,19.0,89.0,Spilled,22.0,7274.0,17,17,72,FLOP
m/the_cabin_in_the_woods,The Cabin in the Woods,"When five college friends (Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams) arrive at a remote forest cabin for a little vacation, little do they expect the horrors that await them. One by one, the youths fall victim to backwoods zombies, but there is another factor at play. Two scientists (Richard Jenkins, Bradley Whitford) are manipulating the ghoulish goings-on, but even as the body count rises, there is yet more at work than meets the eye.",R,"Horror, Mystery & Suspense",Drew Goddard,"Joss Whedon, Drew Goddard","Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams, Richard Jenkins, Bradley Whitford, Brian J. White, Amy Acker, Tim De Zarn, Tom Lenk, Dan Payne, Jodelle Ferland, Danny Shea, Maya Massar, Matt Drake, Nels Lennarson, Rukiya Bernard, Adrian Holmes, Chelah Horsdal, Terry Chen, Heather Doerksen, Patrick Sabongui, Phillip Mitchell, Naomi Dane, Ellie Harvie, Patrick Gilmore, Brad Dryborough, Emili Kawashima, Aya Furukawa, Maria Go, Serena Akane Chi, Abbey Imai, Marina Ishibashi, Miku Katsuura, Alicia Takase Lui, Jodi Tabuchi, Sara Taira, Alyssandra Yamamoto, Richard Cetrone, Phoebe Galvan, Simon Pidgeon, Matt Phillips, Lori Stewart, Gregory Zach",2012-04-13,2014-05-06,95.0,Lionsgate Films,Certified-Fresh,92.0,286.0,Upright,74.0,207408.0,53,262,24,HIT
m/the_call_2013,The Call,"A veteran operator for an emergency call-center, Jordan (Halle Berry) saves lives daily as part of her job, but when a young woman's frantic report of a prowler ends tragically, Jordan is devastated. She decides to pack it in on the front lines and -- instead -- teach others the ropes of the high-pressure job. But when a call from a kidnapped teen (Abigail Breslin) comes in, Jordan takes charge as never before and turns the girl into a partner in helping to save her life.",R,Mystery & Suspense,Brad Anderson,"John Bokenkamp, Nicole D'Ovidio, Richard D'Ovidio","Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund, Michael Imperioli, David Otunga, Justina Machado, José Zúñiga, Roma Maffia, Evie Louise Thompson, Denise Dowse, Ella Rae Peck, Jenna Lamia, Ross Gallo, Tara Platt, Sammy Busby, Michael Linstroth, Lisa Grady, Rakefet Abergel, Jay Potter, Teresea Jelks-Kirkley, Yolanda Arroyo, Frankie Louis Mulcahy, Steven Williams, Tommy Rosales Jr., Alisa Hensley, Thomas Yatsko, Evie Thompson",2013-03-15,2015-01-01,96.0,Sony Pictures,Rotten,44.0,131.0,Upright,65.0,54459.0,31,58,74,FLOP
m/the_calling_2014,The Calling,"A small-town detective (Susan Sarandon) comes face-to-face with a serial killer whose belief in a ""higher calling"" led to a string of grisly murders.",R,Mystery & Suspense,Jason Stone,Scott Abramovitch,"Susan Sarandon, Topher Grace, Gil Bellows, Ellen Burstyn, Donald Sutherland, Christopher Heyerdahl, Amanda Brugel, Kristin Booth, Katy Breier, Jane Moffat, Ella Ballentine, Paulino Nunes, Jonathan Watton, Kevin Parent, Janine Parkinson",2014-08-29,2016-01-01,108.0,Vertical Entertainment,Rotten,51.0,45.0,Spilled,33.0,4819.0,14,23,22,FLOP
m/the_campaign,The Campaign,"When incumbent Congressman Cam Brady (Will Ferrell) commits a major gaffe, two wealthy CEOs decide to try to gain influence in their district by putting up a rival candidate. Their unlikely choice is a naive tourism director named Marty Huggins (Zach Galifianakis). Aided by his family's political connections and a cutthroat campaign manager, Marty soon becomes locked in a dead heat with Cam. As Election Day approaches, each man slings mud galore in a last-ditch effort to bury the other.",R,Comedy,Jay Roach,"Adam McKay, Shane Harwell, Chris Henchy, Shawn Harwell","Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott, Katherine LaNasa, Sarah Baker, John Lithgow, Dan Aykroyd, Brian Cox, Karen Maruyama, Grant S. Goodman, Kya Haywood, Randall Cunningham, Randall D. Cunningham, Madison Wolfe, Thomas Middleditch, Josh Lawson, Heather Lawless, Jack McBrayer, Elizabeth Berkes, Billy Slaughter, Aaron Jay Rome, Kate Lang Johnson, Amelia Jackson-Gray, Bobby Tisdale, Wolf Blitzer, Piers Morgan, Bill Maher, Chris Matthews, Dennis Miller, Lawrence O'Donnell Jr., Joe Scarborough, Mika Brzezinski, Willie Geist, Ed Schultz, Ed Schultz, P.J. Byrne, Patrick Weathers, Gerry May, Tzi Ma, Bill Martin Williams, Danny Vinson, John Reaves, Scott A. Martin, Rob Mariano, Mike Mizanin, Randy Bachman, Randy Bachman, Mick Dalla-Vee, Marc La France, Marc La France, Brent Howard Knudsen, Brent Howard Knudsen, Charles Frederick Turner, Danny Hanemann, Jason Kirkpatrick, Taryn Terrell, J.D. Evermore, Matt Borel, Millard Darden, Mikki Val, Ramona Tyler, Steve Wilkins, Rowan Joseph, Dane Rhodes, Trey Burvant, Joe Chrest, Cranston Clements, Cranston Clements, Johnny Vidacovich, Tommy Malone, Tommy Malone, Sion Daneshrad, Peaches Davis, George Young, Stephanie Dotson, Dylan DePaula, Seth Morris, Tara Copeland, Frank Drank, Luka Jones, Paul Zies, Early Whitesides, Leslea Fisher, Steve Tom, Catherine Shreves, Amber Dawn Landrum, Dustan Costine, Tim Hickey, Loriel Hennington, Tyne Stecklein, Krystal Ellsworth, Kayla Jenee Radomski, Brittany Perry Russell, Colleen Craig",2012-08-10,2015-12-11,85.0,Warner Bros. Pictures,Fresh,66.0,206.0,Spilled,51.0,123147.0,47,136,70,AVG
m/the_canal,The Canal,"David and his family move into a period house by a canal, and dismiss rumors of the place being haunted. David starts having nightmarish visions when he suspects his wife is cheating, and he begins to descend into madness.",NR,Horror,Ivan Kavanagh,Ivan Kavanagh,"Rupert Evans, Antonia Campbell-Hughes, Hannah Hoekstra, Steve Oram, Kelly Byrne, Calum Heath, Maura Foley, Carl Shaaban, Serena Brabazon, Anthony Murphy, Conor Horgan, Paddy Curran, Sinead Watters, Alicja Ayres",2014-10-10,2016-03-07,92.0,The Orchard,Fresh,71.0,24.0,Spilled,48.0,1236.0,5,17,7,AVG
m/the_cannibal_club,The Cannibal Club,"A wealthy Brazilian couple develop a nasty habit of eating their hapless employees, all culled from the poverty-stricken masses outside of their sprawling seaside mansion.",NR,"Comedy, Horror",Guto Parente,Guto Parente,"Ana Luiza Rios, Tavinho Teixeira, José Maria Alves, Pedro Domingues",2019-03-01,2019-03-05,81.0,Uncork'd Entertainment,Rotten,57.0,14.0,Upright,64.0,14.0,2,8,6,FLOP
m/the_canyons_2013,The Canyons,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",R,"Drama, Mystery & Suspense",Paul Schrader,Bret Easton Ellis,"Lindsay Lohan, James Deen, Nolan Gerard Funk, Amanda Brooks, Tenille Houston, Gus Van Sant, Jarod Einsohn, Morgan Locke, Victor Fischbarg, Jim Boeven, Philip Pavel, Lily Labeau, Thomas Trussel, Alex Ashbaugh, Chris Schellenger, Lauren Schacher, Diana Gitelman, Andres De La Fuente",2013-08-02,2016-12-05,95.0,IFC Films,Rotten,21.0,94.0,Spilled,15.0,3185.0,33,20,75,FLOP
m/the_captain_2017,The Captain (Der Hauptmann),"A German army deserter finds a Nazi captain's abandoned uniform during the final weeks of World War II. Emboldened by the authority it suddenly grants him, he amasses a band of stragglers that cedes to his every command -- despite the suspicions of some. Citing direct orders from Hitler himself, he soon takes command of a camp that holds German soldiers accused of desertion -- and begins to dispense harsh justice.",NR,"Art House & International, Drama",Robert Schwentke,Robert Schwentke,"Max Hubacher, Milan Peschel, Frederick Lau, Bernd Hölscher, Waldemar Kobus, Alexander Fehling, Britta Hammelstein, Sascha Alexander Gersak, Samuel Finzi, Wolfram Koch",2018-07-27,2018-11-27,118.0,Music Box Films,Certified-Fresh,83.0,53.0,Upright,82.0,636.0,18,44,9,HIT
m/the_captive_2014,The Captive,"Eight years after a child disappeared without a trace, detectives find disturbing clues that indicate that the girl is still alive.",R,Mystery & Suspense,Atom Egoyan,"Atom Egoyan, David Fraser","Ryan Reynolds, Mireille Enos, Scott Speedman, Rosario Dawson, Kevin Durand, Alexia Fast, Bruce Greenwood, Peyton Kennedy, Brendan Gall, Aaron Poole, Jason Blicker, Aidan Shipley, Ian Matthews, Christine Horne, William MacDonald, Ella Ballentine, Jim Calarco, Michael Vincent Dagostino, Wayne Johnson, Wayne V. Johnson, Serge Keshishian, Samantha Michelle, Duane Murray, Chad Racette, Ryan Racette",2014-12-09,2016-01-29,112.0,A24 and DIRECTV,Rotten,30.0,54.0,Spilled,36.0,161.0,17,16,38,FLOP
m/the_case_for_christ_2017,The Case for Christ,"In 1980, Lee Strobel's (Mike Vogel) award-winning, investigative reporting earns him a promotion to legal editor at the Chicago Tribune. Things at home aren't going nearly as well. His wife Leslie's (Erika Christensen) newfound faith in Christ compels Lee to utilize his journalistic and legal training to try and disprove the claims of Christianity, pitting his resolute atheism against her growing faith.",PG,Drama,Jon Gunn,Brian Bird,"Mike Vogel, Erika Christensen, Robert Forster, Faye Dunaway, Frankie Faison",2017-04-07,2017-07-10,112.0,Pure Flix,Rotten,59.0,27.0,Upright,87.0,47.0,6,16,11,FLOP
m/the_catcher_was_a_spy,The Catcher Was A Spy,Major League Baseball player Moe Berg lives a double life as a spy for the Office of Strategic Services during World War II.,R,Drama,Ben Lewin,Robert Rodat,"Paul Rudd, Mark Strong (II), Sienna Miller, Jeff Daniels, Guy Pearce, Paul Giamatti",2018-06-22,2018-07-01,94.0,IFC Films,Rotten,32.0,75.0,Spilled,51.0,503.0,28,24,51,FLOP
m/the_catechism_cataclysm,The Catechism Cataclysm,All hell breaks loose when an eccentric priest (Steve Little) embarks on a road trip with his high-school idol.,NR,Comedy,Todd Rohal,Todd Rohal,"Steve Little, Robert Longstreet, Miki Ann Maddox, Koko Lanham, Rico, Walter Dalton, Enrique Olguin, Barbara Pomer, Carlos López, Timothy Watkins, Joe Ivy, Ernie Joseph, Jay Wesley Cochran, Dan Leavitt, Carol Sparer, Judy Findlay, Carlos López, Derek Erdman, Ronald McGill, Alice Bridgforth, Laurel Paxton, Kevin Seal, Frederick Regis, Lynn Shelton, Vinny Smith, Andy Tribolini, Sharon Vanderveer, Shellee Miggins, Marie Clare Petrich, Frederick H. Regis III, C.J. Rose, Paul Sanchez, Rylan Scherer, Garrett Cantrell, Jessica Hutchinson, Brock Hutchinson, Sadie Cantrell, Barbara Pommer",2011-10-19,2017-04-05,81.0,IFC Films,Rotten,47.0,19.0,Spilled,44.0,189.0,8,9,10,FLOP
m/the_chamber_2018,The Chamber,"A special ops unit commandeers a research vessel and its submersible to locate an item at the bottom of the Yellow Sea. When an explosion causes the sub to take on water, the crew members quickly realize that not all of them are going to survive.",NR,"Art House & International, Mystery & Suspense",Ben Parker,Ben Parker,"Charlotte Salt, Christian Hillborg, Elliot Levey, James McArdle, James Artaius, David Horovitch",2018-02-23,2018-02-23,90.0,Cinedigm,Rotten,33.0,15.0,Spilled,14.0,66.0,3,5,10,FLOP
m/the_change_up,The Change-Up,"Once inseparable pals, Dave (Jason Bateman) and Mitch (Ryan Reynolds) have drifted apart over the years. Dave is an overworked lawyer and family man, while Mitch has thus far avoided most of the normal responsibilities of adulthood. Each is envious of the other's life, and following a drunken binge, the men awake to find they have somehow switched bodies. Dave and Mitch soon discover that things are not as rosy as they seemed and try to find a way to return their lives to normal.",R,Comedy,David Dobkin,"Scott Moore, Jon Lucas","Ryan Reynolds, Jason Bateman, Leslie Mann, Olivia Wilde, Alan Arkin, Mircea Monroe, Gregory Itzin, Ned Schmidtke, Ming Lo, Sydney Rouviere, Dax Griffin, Andrea Moore, Matthew Cornwell, Craig Bierko, Taaffe O'Connell, Fred Stoller, Faith Alhadeff, Luke Bain, Lauren Bain, Jamie Renell, Kenny Alfonso, Joe Knezevich, Matthew Stanton, Gabe Wood, Cooper Gore, T.J. Hassan, Matt Stanton, Ed Ackerman, Jeanine Jackson, Vickie Eng, Amber Seyer, Anna Colwell, Steven Dean Davis, Suzanne Arkin, Patricia French, Jeanette Miller, Greg Savage, Adam Boyer, Matthew Rimmer, Bailey Anne Borders, Ken Delozier, Anton Mertens, Paul Barlow, Jr., Anthony Breed, Jason Benjamin, Gary Babiarz, Jeremy Lippman, Dimitrius Pulido, Clay Chamberlain, Blake Goza, Ryter Shay Cannon, Arin Logan, Martha Bird Knighton, Lindsey Blackwell, Michael Beasley, Clay Edmond Kraski, Jeremie Lippmann, Lindsey Walden",2011-08-05,2015-01-01,112.0,Universal Pictures,Rotten,25.0,156.0,Spilled,47.0,46427.0,48,39,117,FLOP
m/the_changeover,The Changeover,"A teen in Christchurch, New Zealand, battles an ancient spirit who slowly drains the life out of her 4-year-old brother.",NR,"Drama, Mystery & Suspense, Science Fiction & Fantasy","Stuart McKenzie, Miranda Harcourt",Stuart McKenzie,"Timothy Spall, Melanie Lynskey, Lucy Lawless, Nicholas Galitzine, Erana James, Kate Harcourt, Benji Purchase",2019-02-22,2019-02-22,95.0,Vertical Entertainment,Fresh,69.0,32.0,Upright,68.0,260.0,5,22,10,AVG
m/the_chaperone,The Chaperone,"A former bank robber (Paul ""Triple H"" Levesque) skips out on one last job for the gang so that he can accompany his daughter (Ariel Winter) on a field trip.",PG-13,"Comedy, Kids & Family","Artie Mandelberg, Stephen Herek",S.J. Roth,"Parker Posey, Ariel Winter, Kevin Corrigan, Nick Gomez, Annabeth Gish, Enrico Colantoni, Edrick Brownie, James DuMont, Bruce Dern, Yeardley Smith, Triple H, J.D. Evermore, José Zúñiga, Kevin Rankin, Michael Rapaport, Triple H",2011-02-18,2016-02-16,104.0,Samuel Goldwyn Films/WWE Studios,Rotten,29.0,17.0,Spilled,43.0,2699.0,9,5,12,FLOP
m/the_child_remains,The Child Remains,An expectant couple's intimate weekend turns to terror when they discover their secluded country inn is a haunted maternity home where unwanted infants and mothers were murdered.,NR,Horror,Michael Melski,Michael Melski,"Suzanne Clément, Allan Hawco, Shelley Thompson, Geza Kovacs, Lee J. Campbell, Martha Irving, Rena Kossatz, Glenn Lefchak, Lesley Smith",2019-06-07,2019-06-07,107.0,Uncork'd Entertainment,Rotten,14.0,7.0,Spilled,36.0,11.0,2,1,6,FLOP
m/the_childhood_of_a_leader,The Childhood of a Leader,The childhood of a post-World War I leader.,NR,Drama,Brady Corbet,"Brady Corbet, Mona Fastvold","Bérénice Bejo, Liam Cunningham, Stacy Martin, Yolande Moreau, Jacques Boudet, Robert Pattinson, Tom Sweet, Sophie Curtis, Rebecca Dayan, Michael Epp, Kata Petõ, Mark Phelan, Jeremy Wheeler, Roderick Hill, Luca Bercovici, Caroline Boulton, Máté Haumann, Blanka Gyorfy, Irén Bordán, Attila Bardóczy, Attila Tóth, Adelaide Fastvold",2016-07-22,2016-11-22,115.0,Bow and Arrow Entertainment,Certified-Fresh,89.0,65.0,Spilled,54.0,1523.0,17,58,7,HIT
m/the_children_act,The Children Act,"Judge Fiona May must race against the clock to determine the fate of a teenage boy in need of a lifesaving blood transfusion, stretching her life and her fractured marriage to the breaking point.",R,"Art House & International, Drama",Richard Eyre,Ian McEwan,"Emma Thompson, Stanley Tucci, Ben Chaplin, Fionn Whitehead, Rupert Vansittart",2018-09-14,2018-09-11,105.0,A24 and DIRECTV,Fresh,74.0,111.0,Upright,62.0,657.0,26,82,29,AVG
